name1,name2,docs1,docs2,code1,code2,docs_score,code_score
matrix_chain_order,column_based_sort,matrix_chain_order array -- int[],"column_based_sort [(3, 0), (5, 1), (4, 2)]","def matrix_chain_order(array):
    """"""Finds optimal order to multiply matrices

    array -- int[]
    """"""
    n = len(array)
    matrix = [[0 for x in range(n)] for x in range(n)]
    sol = [[0 for x in range(n)] for x in range(n)]
    for chain_length in range(2, n):
        for a in range(1, n - chain_length + 1):
            b = a + chain_length - 1
            matrix[a][b] = INF
            for c in range(a, b):
                cost = matrix[a][c] + matrix[c + 1][b] + array[a - 1] * array[c] * array[b]
                if cost < matrix[a][b]:
                    matrix[a][b] = cost
                    sol[a][b] = c
    return (matrix, sol)","def column_based_sort(array, column=0):
    """"""
    >>> column_based_sort([(5, 1), (4, 2), (3, 0)], 1)
    [(3, 0), (5, 1), (4, 2)]
    """"""
    return sorted(array, key=lambda x: x[column])",0.61096054,0.12637764
print_optimal_solution,print_max_activities,"print_optimal_solution optimal_solution -- int[][]
i -- int[]
j -- int[]","print_max_activities >>> finish = [2, 4, 6, 7, 9, 9]
>>> print_max_activities(start, finish)
The following activities are selected:
0,1,3,4,","def print_optimal_solution(optimal_solution, i, j):
    """"""Print the solution

    optimal_solution -- int[][]
    i -- int[]
    j -- int[]
    """"""
    if i == j:
        print('A' + str(i), end=' ')
    else:
        print('(', end=' ')
        print_optimal_solution(optimal_solution, i, optimal_solution[i][j])
        print_optimal_solution(optimal_solution, optimal_solution[i][j] + 1, j)
        print(')', end=' ')","def print_max_activities(start: list[int], finish: list[int]) -> None:
    """"""
    >>> start = [1, 3, 0, 5, 8, 5]
    >>> finish = [2, 4, 6, 7, 9, 9]
    >>> print_max_activities(start, finish)
    The following activities are selected:
    0,1,3,4,
    """"""
    n = len(finish)
    print('The following activities are selected:')
    i = 0
    print(i, end=',')
    for j in range(n):
        if start[j] >= finish[i]:
            print(j, end=',')
            i = j",0.5402027,0.00074235856
find_k_factor,fractional_knapsack,"find_k_factor Keyword arguments:
length -- integer
k_factor -- integer","fractional_knapsack >>> weight = [0.9, 0.7, 0.5, 0.3, 0.1]
>>> fractional_knapsack(value, weight, 5)
(25, [1, 1, 1, 1, 1])
>>> fractional_knapsack(value, weight, 15)
(25, [1, 1, 1, 1, 1])
>>> fractional_knapsack(value, weight, 25)
(25, [1, 1, 1, 1, 1])
>>> fractional_knapsack(value, weight, 26)
(25, [1, 1, 1, 1, 1])
>>> fractional_knapsack(value, weight, -1)
(-90.0, [0, 0, 0, 0, -10.0])
>>> fractional_knapsack([1, 3, 5, 7], weight, 30)
(16, [1, 1, 1, 1])
>>> fractional_knapsack(value, [0.9, 0.7, 0.5, 0.3, 0.1], 30)
(25, [1, 1, 1, 1, 1])
>>> fractional_knapsack([], [], 30)
(0, [])","def find_k_factor(length, k_factor):
    """"""Find the number of strings of length `length` with K factor = `k_factor`.

    Keyword arguments:
    length -- integer
    k_factor -- integer
    """"""
    mat = [[[0 for i in range(4)] for j in range((length - 1) // 3 + 2)] for k in range(length + 1)]
    if 3 * k_factor + 1 > length:
        return 0
    mat[1][0][0] = 1
    mat[1][0][1] = 0
    mat[1][0][2] = 0
    mat[1][0][3] = 25
    for i in range(2, length + 1):
        for j in range((length - 1) // 3 + 2):
            if j == 0:
                mat[i][j][0] = mat[i - 1][j][0] + mat[i - 1][j][1] + mat[i - 1][j][3]
                mat[i][j][1] = mat[i - 1][j][0]
                mat[i][j][2] = mat[i - 1][j][1]
                mat[i][j][3] = mat[i - 1][j][0] * 24 + mat[i - 1][j][1] * 24 + mat[i - 1][j][2] * 25 + mat[i - 1][j][3] * 25
            elif 3 * j + 1 < i:
                mat[i][j][0] = mat[i - 1][j][0] + mat[i - 1][j][1] + mat[i - 1][j][3] + mat[i - 1][j - 1][2]
                mat[i][j][1] = mat[i - 1][j][0]
                mat[i][j][2] = mat[i - 1][j][1]
                mat[i][j][3] = mat[i - 1][j][0] * 24 + mat[i - 1][j][1] * 24 + mat[i - 1][j][2] * 25 + mat[i - 1][j][3] * 25
            elif 3 * j + 1 == i:
                mat[i][j][0] = 1
                mat[i][j][1] = 0
                mat[i][j][2] = 0
                mat[i][j][3] = 0
            else:
                mat[i][j][0] = 0
                mat[i][j][1] = 0
                mat[i][j][2] = 0
                mat[i][j][3] = 0
    return sum(mat[length][k_factor])","def fractional_knapsack(value: list[int], weight: list[int], capacity: int) -> tuple[float, list[float]]:
    """"""
    >>> value = [1, 3, 5, 7, 9]
    >>> weight = [0.9, 0.7, 0.5, 0.3, 0.1]
    >>> fractional_knapsack(value, weight, 5)
    (25, [1, 1, 1, 1, 1])
    >>> fractional_knapsack(value, weight, 15)
    (25, [1, 1, 1, 1, 1])
    >>> fractional_knapsack(value, weight, 25)
    (25, [1, 1, 1, 1, 1])
    >>> fractional_knapsack(value, weight, 26)
    (25, [1, 1, 1, 1, 1])
    >>> fractional_knapsack(value, weight, -1)
    (-90.0, [0, 0, 0, 0, -10.0])
    >>> fractional_knapsack([1, 3, 5, 7], weight, 30)
    (16, [1, 1, 1, 1])
    >>> fractional_knapsack(value, [0.9, 0.7, 0.5, 0.3, 0.1], 30)
    (25, [1, 1, 1, 1, 1])
    >>> fractional_knapsack([], [], 30)
    (0, [])
    """"""
    index = list(range(len(value)))
    ratio = [v / w for (v, w) in zip(value, weight)]
    index.sort(key=lambda i: ratio[i], reverse=True)
    max_value: float = 0
    fractions: list[float] = [0] * len(value)
    for i in index:
        if weight[i] <= capacity:
            fractions[i] = 1
            max_value += value[i]
            capacity -= weight[i]
        else:
            fractions[i] = capacity / weight[i]
            max_value += value[i] * capacity / weight[i]
            break
    return (max_value, fractions)",0.484926,0.002571466
int_divide,simplify_fraction,int_divide decompose -- integer,"simplify_fraction assumes: 'denominator' != 0
returns: a tuple with simplify numerator and denominator.","def int_divide(decompose):
    """"""Find number of decompositions from `decompose`

    decompose -- integer
    """"""
    arr = [[0 for i in range(decompose + 1)] for j in range(decompose + 1)]
    arr[1][1] = 1
    for i in range(1, decompose + 1):
        for j in range(1, decompose + 1):
            if i < j:
                arr[i][j] = arr[i][i]
            elif i == j:
                arr[i][j] = 1 + arr[i][j - 1]
            else:
                arr[i][j] = arr[i][j - 1] + arr[i - j][j]
    return arr[decompose][decompose]","def simplify_fraction(numerator, denominator):
    """"""
    input: two integer 'numerator' and 'denominator'
    assumes: 'denominator' != 0
    returns: a tuple with simplify numerator and denominator.
    """"""
    assert isinstance(numerator, int) and isinstance(denominator, int) and (denominator != 0), ""The arguments must been from type int and 'denominator' != 0""
    gcd_of_fraction = gcd(abs(numerator), abs(denominator))
    assert isinstance(gcd_of_fraction, int) and numerator % gcd_of_fraction == 0 and (denominator % gcd_of_fraction == 0), 'Error in function gcd(...,...)'
    return (numerator // gcd_of_fraction, denominator // gcd_of_fraction)",0.5742328,0.001298439
subarray_with_max_product,max_subarray_sum,subarray_with_max_product arr is list of positive/negative numbers ,max_subarray_sum 17,"def subarray_with_max_product(arr):
    """""" arr is list of positive/negative numbers """"""
    length = len(arr)
    product_so_far = max_product_end = 1
    max_start_i = 0
    so_far_start_i = so_far_end_i = 0
    all_negative_flag = True
    for i in range(length):
        max_product_end *= arr[i]
        if arr[i] > 0:
            all_negative_flag = False
        if max_product_end <= 0:
            max_product_end = arr[i]
            max_start_i = i
        if product_so_far <= max_product_end:
            product_so_far = max_product_end
            so_far_end_i = i
            so_far_start_i = max_start_i
    if all_negative_flag:
        print(f'max_product_so_far: {reduce(lambda x, y: x * y, arr)}, {arr}')
    else:
        print(f'max_product_so_far: {product_so_far},{arr[so_far_start_i:so_far_end_i + 1]}')","def max_subarray_sum(nums: list) -> int:
    """"""
    >>> max_subarray_sum([6 , 9, -1, 3, -7, -5, 10])
    17
    """"""
    if not nums:
        return 0
    n = len(nums)
    (res, s, s_pre) = (nums[0], nums[0], nums[0])
    for i in range(1, n):
        s = max(nums[i], s_pre + nums[i])
        s_pre = s
        res = max(res, s)
    return res",0.6885701,0.96699643
egg_drop,n31,"egg_drop n -- number of floors
k -- number of eggs","n31 >>> n31(4)
([4, 2, 1], 3)","def egg_drop(n, k):
    """"""
    Keyword arguments:
    n -- number of floors
    k -- number of eggs
    """"""
    egg_floor = [[0 for _ in range(k + 1)] for _ in range(n + 1)]
    for i in range(1, n + 1):
        egg_floor[i][1] = 1
        egg_floor[i][0] = 0
    for j in range(1, k + 1):
        egg_floor[1][j] = j
    for i in range(2, n + 1):
        for j in range(2, k + 1):
            egg_floor[i][j] = INT_MAX
            for x in range(1, j + 1):
                res = 1 + max(egg_floor[i - 1][x - 1], egg_floor[i][j - x])
                if res < egg_floor[i][j]:
                    egg_floor[i][j] = res
    return egg_floor[n][k]","def n31(a: int) -> tuple[list[int], int]:
    """"""
    Returns the Collatz sequence and its length of any positive integer.
    >>> n31(4)
    ([4, 2, 1], 3)
    """"""
    if not isinstance(a, int):
        raise TypeError(f'Must be int, not {type(a).__name__}')
    if a < 1:
        raise ValueError(f'Given integer must be positive, not {a}')
    path = [a]
    while a != 1:
        if a % 2 == 0:
            a //= 2
        else:
            a = 3 * a + 1
        path.append(a)
    return (path, len(path))",0.5474754,0.00055642315
helper_topdown,num_digits,"helper_topdown Keyword arguments:
nums -- positive integer array without duplicates
target -- integer describing what a valid combination should add to","num_digits >>> num_digits(12345)
5
>>> num_digits(123)
3
>>> num_digits(0)
1
>>> num_digits(-1)
1
>>> num_digits(-123456)
6","def helper_topdown(nums, target):
    """"""Generates DP and finds result.

    Keyword arguments:
    nums -- positive integer array without duplicates
    target -- integer describing what a valid combination should add to
    """"""
    if DP[target] != -1:
        return DP[target]
    res = 0
    for num in nums:
        if target >= num:
            res += helper_topdown(nums, target - num)
    DP[target] = res
    return res","def num_digits(n: int) -> int:
    """"""
    Find the number of digits in a number.

    >>> num_digits(12345)
    5
    >>> num_digits(123)
    3
    >>> num_digits(0)
    1
    >>> num_digits(-1)
    1
    >>> num_digits(-123456)
    6
    """"""
    digits = 0
    n = abs(n)
    while True:
        n = n // 10
        digits += 1
        if n == 0:
            break
    return digits",0.55383265,0.029127691
combination_sum_topdown,combination_sum,"combination_sum_topdown Keyword arguments:
nums -- positive integer array without duplicates
target -- integer describing what a valid combination should add to","combination_sum [[2, 2, 2, 2], [2, 3, 3], [3, 5]]
>>> combination_sum([2, 3, 6, 7], 7)
[[2, 2, 3], [7]]
>>> combination_sum([-8, 2.3, 0], 1)
Traceback (most recent call last):
    ...
RecursionError: maximum recursion depth exceeded in comparison","def combination_sum_topdown(nums, target):
    """"""Find number of possible combinations in nums that add up to target, in top-down manner.

    Keyword arguments:
    nums -- positive integer array without duplicates
    target -- integer describing what a valid combination should add to
    """"""
    global DP
    DP = [-1] * (target + 1)
    DP[0] = 1
    return helper_topdown(nums, target)","def combination_sum(candidates: list, target: int) -> list:
    """"""
    >>> combination_sum([2, 3, 5], 8)
    [[2, 2, 2, 2], [2, 3, 3], [3, 5]]
    >>> combination_sum([2, 3, 6, 7], 7)
    [[2, 2, 3], [7]]
    >>> combination_sum([-8, 2.3, 0], 1)
    Traceback (most recent call last):
        ...
    RecursionError: maximum recursion depth exceeded in comparison
    """"""
    path = []
    answer = []
    backtrack(candidates, path, answer, target, 0)
    return answer",0.6245414,0.98682886
combination_sum_bottom_up,add_three,"combination_sum_bottom_up Keyword arguments:
nums -- positive integer array without duplicates
target -- integer describing what a valid combination should add to","add_three numerator and denominator of their sum in lowest form.
>>> add_three(1, 3, 1, 3, 1, 3)
(1, 1)
>>> add_three(2, 5, 4, 11, 12, 3)
(262, 55)","def combination_sum_bottom_up(nums, target):
    """"""Find number of possible combinations in nums that add up to target, in bottom-up manner.

    Keyword arguments:
    nums -- positive integer array without duplicates
    target -- integer describing what a valid combination should add to
    """"""
    combs = [0] * (target + 1)
    combs[0] = 1
    for i in range(0, len(combs)):
        for num in nums:
            if i - num >= 0:
                combs[i] += combs[i - num]
    return combs[target]","def add_three(x_num: int, x_den: int, y_num: int, y_den: int, z_num: int, z_den: int) -> tuple[int, int]:
    """"""
    Given the numerators and denominators of three fractions, return the
    numerator and denominator of their sum in lowest form.
    >>> add_three(1, 3, 1, 3, 1, 3)
    (1, 1)
    >>> add_three(2, 5, 4, 11, 12, 3)
    (262, 55)
    """"""
    top: int = x_num * y_den * z_den + y_num * x_den * z_den + z_num * x_den * y_den
    bottom: int = x_den * y_den * z_den
    hcf: int = gcd(top, bottom)
    top //= hcf
    bottom //= hcf
    return (top, bottom)",0.6355277,0.0011735068
min_cost,minimum_cost_path,"min_cost Keyword arguments:
cost -- matrix containing costs","minimum_cost_path a given matrix

>>> minimum_cost_path([[2, 1], [3, 1], [4, 2]])
6

>>> minimum_cost_path([[2, 1, 4], [2, 1, 3], [3, 2, 1]])
7","def min_cost(cost):
    """"""Find minimum cost.

    Keyword arguments:
    cost -- matrix containing costs
    """"""
    length = len(cost)
    dist = [INF] * length
    dist[0] = 0
    for i in range(length):
        for j in range(i + 1, length):
            dist[j] = min(dist[j], dist[i] + cost[i][j])
    return dist[length - 1]","def minimum_cost_path(matrix: list[list[int]]) -> int:
    """"""
    Find the minimum cost traced by all possible paths from top left to bottom right in
    a given matrix

    >>> minimum_cost_path([[2, 1], [3, 1], [4, 2]])
    6

    >>> minimum_cost_path([[2, 1, 4], [2, 1, 3], [3, 2, 1]])
    7
    """"""
    for i in range(1, len(matrix[0])):
        matrix[0][i] += matrix[0][i - 1]
    for i in range(1, len(matrix)):
        matrix[i][0] += matrix[i - 1][0]
    for i in range(1, len(matrix)):
        for j in range(1, len(matrix[0])):
            matrix[i][j] += min(matrix[i - 1][j], matrix[i][j - 1])
    return matrix[-1][-1]",0.6314563,0.9994856
dfs_transposed,my_dfs,"dfs_transposed Stores the order in which nodes were visited to the list, in transposed order.",my_dfs find different DFS walk from given node to Header node,"def dfs_transposed(vertex, graph, order, visited):
    """"""
    Perform a depth first search traversal of the graph starting at the given vertex.
    Stores the order in which nodes were visited to the list, in transposed order.
    """"""
    visited[vertex] = True
    for adjacent in graph[vertex]:
        if not visited[adjacent]:
            dfs_transposed(adjacent, graph, order, visited)
    order.append(vertex)","def my_dfs(graph, start, end, path=None):
    """"""
    find different DFS walk from given node to Header node
    """"""
    path = (path or []) + [start]
    if start == end:
        paths.append(path)
    for node in graph[start]:
        if tuple(node) not in path:
            my_dfs(graph, tuple(node), end, path)",0.64441323,0.9970515
add_edge,create_edge,add_edge Add a directed edge to the graph.,create_edge create edge between the nodes,"def add_edge(graph, vertex_from, vertex_to):
    """"""
    Add a directed edge to the graph.
    """"""
    if vertex_from not in graph:
        graph[vertex_from] = []
    graph[vertex_from].append(vertex_to)","def create_edge(nodes, graph, cluster, c1):
    """"""
    create edge between the nodes
    """"""
    for i in cluster[c1].keys():
        count = 0
        c2 = c1 + 1
        while c2 < max(cluster.keys()):
            for j in cluster[c2].keys():
                '\n                creates edge only if the condition satisfies\n                '
                if int(i, 2) & int(j, 2) == int(i, 2):
                    if tuple(nodes[i]) in graph:
                        graph[tuple(nodes[i])].append(nodes[j])
                    else:
                        graph[tuple(nodes[i])] = [nodes[j]]
                    count += 1
            if count == 0:
                c2 = c2 + 1
            else:
                break",0.7336567,0.97505605
scc,strongly_connected_components,scc Computes the strongly connected components of a graph ,"strongly_connected_components and then returns the list of strongly connected components
>>> strongly_connected_components(test_graph_1)
[[0, 1, 2], [3], [4]]
>>> strongly_connected_components(test_graph_2)
[[0, 2, 1], [3, 5, 4]]","def scc(graph):
    """""" Computes the strongly connected components of a graph """"""
    order = []
    visited = {vertex: False for vertex in graph}
    graph_transposed = {vertex: [] for vertex in graph}
    for (source, neighbours) in graph.iteritems():
        for target in neighbours:
            add_edge(graph_transposed, target, source)
    for vertex in graph:
        if not visited[vertex]:
            dfs_transposed(vertex, graph_transposed, order, visited)
    visited = {vertex: False for vertex in graph}
    vertex_scc = {}
    current_comp = 0
    for vertex in reversed(order):
        if not visited[vertex]:
            dfs(vertex, current_comp, vertex_scc, graph, visited)
            current_comp += 1
    return vertex_scc","def strongly_connected_components(graph: dict[int, list[int]]) -> list[list[int]]:
    """"""
    This function takes graph as a parameter
    and then returns the list of strongly connected components
    >>> strongly_connected_components(test_graph_1)
    [[0, 1, 2], [3], [4]]
    >>> strongly_connected_components(test_graph_2)
    [[0, 2, 1], [3, 5, 4]]
    """"""
    visited = len(graph) * [False]
    reversed_graph: dict[int, list[int]] = {vert: [] for vert in range(len(graph))}
    for (vert, neighbours) in graph.items():
        for neighbour in neighbours:
            reversed_graph[neighbour].append(vert)
    order = []
    for (i, was_visited) in enumerate(visited):
        if not was_visited:
            order += topology_sort(graph, i, visited)
    components_list = []
    visited = len(graph) * [False]
    for i in range(len(graph)):
        vert = order[len(graph) - i - 1]
        if not visited[vert]:
            component = find_components(reversed_graph, vert, visited)
            components_list.append(component)
    return components_list",0.57040006,0.99954283
build_graph,compute_bridges,build_graph Builds the implication graph from the formula ,"compute_bridges >>> compute_bridges(__get_demo_graph(0))
[(3, 4), (2, 3), (2, 5)]
>>> compute_bridges(__get_demo_graph(1))
[(6, 7), (0, 6), (1, 9), (3, 4), (2, 4), (2, 5)]
>>> compute_bridges(__get_demo_graph(2))
[(1, 6), (4, 6), (0, 4)]
>>> compute_bridges(__get_demo_graph(3))
[]
>>> compute_bridges({})
[]","def build_graph(formula):
    """""" Builds the implication graph from the formula """"""
    graph = {}
    for clause in formula:
        for (lit, _) in clause:
            for neg in [False, True]:
                graph[lit, neg] = []
    for ((a_lit, a_neg), (b_lit, b_neg)) in formula:
        add_edge(graph, (a_lit, a_neg), (b_lit, not b_neg))
        add_edge(graph, (b_lit, b_neg), (a_lit, not a_neg))
    return graph","def compute_bridges(graph: dict[int, list[int]]) -> list[tuple[int, int]]:
    """"""
    Return the list of undirected graph bridges [(a1, b1), ..., (ak, bk)]; ai <= bi
    >>> compute_bridges(__get_demo_graph(0))
    [(3, 4), (2, 3), (2, 5)]
    >>> compute_bridges(__get_demo_graph(1))
    [(6, 7), (0, 6), (1, 9), (3, 4), (2, 4), (2, 5)]
    >>> compute_bridges(__get_demo_graph(2))
    [(1, 6), (4, 6), (0, 4)]
    >>> compute_bridges(__get_demo_graph(3))
    []
    >>> compute_bridges({})
    []
    """"""
    id_ = 0
    n = len(graph)
    low = [0] * n
    visited = [False] * n

    def dfs(at, parent, bridges, id_):
        visited[at] = True
        low[at] = id_
        id_ += 1
        for to in graph[at]:
            if to == parent:
                pass
            elif not visited[to]:
                dfs(to, at, bridges, id_)
                low[at] = min(low[at], low[to])
                if id_ <= low[to]:
                    bridges.append((at, to) if at < to else (to, at))
            else:
                low[at] = min(low[at], low[to])
    bridges: list[tuple[int, int]] = []
    for i in range(n):
        if not visited[i]:
            dfs(i, -1, bridges, id_)
    return bridges",0.6161796,0.98453057
solve_sat,solution_fast,solve_sat Solves the 2-SAT problem,"solution_fast the following:
  1. a < b < c
  2. a**2 + b**2 = c**2
  3. a + b + c = 1000

>>> solution_fast()
31875000","def solve_sat(formula):
    """"""
    Solves the 2-SAT problem
    """"""
    graph = build_graph(formula)
    vertex_scc = scc(graph)
    for (var, _) in graph:
        if vertex_scc[var, False] == vertex_scc[var, True]:
            return None
    comp_repr = {}
    for vertex in graph:
        if not vertex_scc[vertex] in comp_repr:
            comp_repr[vertex_scc[vertex]] = vertex
    comp_value = {}
    components = sorted(vertex_scc.values())
    for comp in components:
        if comp not in comp_value:
            comp_value[comp] = False
            (lit, neg) = comp_repr[comp]
            comp_value[vertex_scc[lit, not neg]] = True
    value = {var: comp_value[vertex_scc[var, False]] for (var, _) in graph}
    return value","def solution_fast() -> int:
    """"""
    Returns the product of a,b,c which are Pythagorean Triplet that satisfies
    the following:
      1. a < b < c
      2. a**2 + b**2 = c**2
      3. a + b + c = 1000

    >>> solution_fast()
    31875000
    """"""
    for a in range(300):
        for b in range(400):
            c = 1000 - a - b
            if a < b < c and a ** 2 + b ** 2 == c ** 2:
                return a * b * c
    return -1",0.5463791,0.00012463423
prims_minimum_spanning,prim,prims_minimum_spanning Prim's algorithm to find weight of minimum spanning tree,"prim Runtime:
    O(mn) with `m` edges and `n` vertices

Return:
    List with the edges of a Minimum Spanning Tree

Usage:
    prim(graph, graph[0])","def prims_minimum_spanning(graph_used):
    """"""
    Prim's algorithm to find weight of minimum spanning tree
    """"""
    vis = []
    heap = [[0, 1]]
    prim = set()
    mincost = 0
    while len(heap) > 0:
        (cost, node) = heapq.heappop(heap)
        if node in vis:
            continue
        mincost += cost
        prim.add(node)
        vis.append(node)
        for (distance, adjacent) in graph_used[node]:
            if adjacent not in vis:
                heapq.heappush(heap, [distance, adjacent])
    return mincost","def prim(graph: list, root: Vertex) -> list:
    """"""Prim's Algorithm.

    Runtime:
        O(mn) with `m` edges and `n` vertices

    Return:
        List with the edges of a Minimum Spanning Tree

    Usage:
        prim(graph, graph[0])
    """"""
    a = []
    for u in graph:
        u.key = math.inf
        u.pi = None
    root.key = 0
    q = graph[:]
    while q:
        u = min(q)
        q.remove(u)
        for v in u.neighbors:
            if v in q and u.edges[v.id] < v.key:
                v.pi = u
                v.key = u.edges[v.id]
    for i in range(1, len(graph)):
        a.append((int(graph[i].id) + 1, int(graph[i].pi.id) + 1))
    return a",0.6514865,0.97969496
check_bipartite,perfect_square_binary_search,"check_bipartite Time complexity is O(|E|)
Space complexity is O(|V|)","perfect_square_binary_search Time complexity : O(Log(n))
Space complexity: O(1)

>>> perfect_square_binary_search(9)
True
>>> perfect_square_binary_search(16)
True
>>> perfect_square_binary_search(1)
True
>>> perfect_square_binary_search(0)
True
>>> perfect_square_binary_search(10)
False
>>> perfect_square_binary_search(-1)
False
>>> perfect_square_binary_search(1.1)
False
>>> perfect_square_binary_search(""a"")
Traceback (most recent call last):
    ...
TypeError: '<=' not supported between instances of 'int' and 'str'
>>> perfect_square_binary_search(None)
Traceback (most recent call last):
    ...
TypeError: '<=' not supported between instances of 'int' and 'NoneType'
>>> perfect_square_binary_search([])
Traceback (most recent call last):
    ...
TypeError: '<=' not supported between instances of 'int' and 'list'","def check_bipartite(adj_list):
    """"""
    Determine if the given graph is bipartite.

    Time complexity is O(|E|)
    Space complexity is O(|V|)
    """"""
    vertices = len(adj_list)
    set_type = [-1 for v in range(vertices)]
    set_type[0] = 0
    queue = [0]
    while queue:
        current = queue.pop(0)
        if adj_list[current][current]:
            return False
        for adjacent in range(vertices):
            if adj_list[current][adjacent]:
                if set_type[adjacent] == set_type[current]:
                    return False
                if set_type[adjacent] == -1:
                    set_type[adjacent] = 1 - set_type[current]
                    queue.append(adjacent)
    return True","def perfect_square_binary_search(n: int) -> bool:
    """"""
    Check if a number is perfect square using binary search.
    Time complexity : O(Log(n))
    Space complexity: O(1)

    >>> perfect_square_binary_search(9)
    True
    >>> perfect_square_binary_search(16)
    True
    >>> perfect_square_binary_search(1)
    True
    >>> perfect_square_binary_search(0)
    True
    >>> perfect_square_binary_search(10)
    False
    >>> perfect_square_binary_search(-1)
    False
    >>> perfect_square_binary_search(1.1)
    False
    >>> perfect_square_binary_search(""a"")
    Traceback (most recent call last):
        ...
    TypeError: '<=' not supported between instances of 'int' and 'str'
    >>> perfect_square_binary_search(None)
    Traceback (most recent call last):
        ...
    TypeError: '<=' not supported between instances of 'int' and 'NoneType'
    >>> perfect_square_binary_search([])
    Traceback (most recent call last):
        ...
    TypeError: '<=' not supported between instances of 'int' and 'list'
    """"""
    left = 0
    right = n
    while left <= right:
        mid = (left + right) // 2
        if mid ** 2 == n:
            return True
        elif mid ** 2 > n:
            right = mid - 1
        else:
            left = mid + 1
    return False",0.6665058,0.02605881
bellman_ford,bellman_ford,"bellman_ford shortest path from given graph or not for single-source shortest-paths problem.
In other words, if given graph has any negative-weight cycle that is reachable
from the source, then it will give answer False for ""no solution exits"".
For argument graph, it should be a dictionary type
such as
graph = {
    'a': {'b': 6, 'e': 7},
    'b': {'c': 5, 'd': -4, 'e': 8},
    'c': {'b': -2},
    'd': {'a': 2, 'c': 7},
    'e': {'b': -3}
}","bellman_ford other vertices.
>>> edges = [(2, 1, -10), (3, 2, 3), (0, 3, 5), (0, 1, 4)]
>>> g = [{""src"": s, ""dst"": d, ""weight"": w} for s, d, w in edges]
>>> bellman_ford(g, 4, 4, 0)
[0.0, -2.0, 8.0, 5.0]
>>> g = [{""src"": s, ""dst"": d, ""weight"": w} for s, d, w in edges + [(1, 3, 5)]]
>>> bellman_ford(g, 4, 5, 0)
Traceback (most recent call last):
 ...
Exception: Negative cycle found","def bellman_ford(graph, source):
    """"""
    This Bellman-Ford Code is for determination whether we can get
    shortest path from given graph or not for single-source shortest-paths problem.
    In other words, if given graph has any negative-weight cycle that is reachable
    from the source, then it will give answer False for ""no solution exits"".
    For argument graph, it should be a dictionary type
    such as
    graph = {
        'a': {'b': 6, 'e': 7},
        'b': {'c': 5, 'd': -4, 'e': 8},
        'c': {'b': -2},
        'd': {'a': 2, 'c': 7},
        'e': {'b': -3}
    }
    """"""
    weight = {}
    pre_node = {}
    initialize_single_source(graph, source, weight, pre_node)
    for _ in range(1, len(graph)):
        for node in graph:
            for adjacent in graph[node]:
                if weight[adjacent] > weight[node] + graph[node][adjacent]:
                    weight[adjacent] = weight[node] + graph[node][adjacent]
                    pre_node[adjacent] = node
    for node in graph:
        for adjacent in graph[node]:
            if weight[adjacent] > weight[node] + graph[node][adjacent]:
                return False
    return True","def bellman_ford(graph: list[dict[str, int]], vertex_count: int, edge_count: int, src: int) -> list[float]:
    """"""
    Returns shortest paths from a vertex src to all
    other vertices.
    >>> edges = [(2, 1, -10), (3, 2, 3), (0, 3, 5), (0, 1, 4)]
    >>> g = [{""src"": s, ""dst"": d, ""weight"": w} for s, d, w in edges]
    >>> bellman_ford(g, 4, 4, 0)
    [0.0, -2.0, 8.0, 5.0]
    >>> g = [{""src"": s, ""dst"": d, ""weight"": w} for s, d, w in edges + [(1, 3, 5)]]
    >>> bellman_ford(g, 4, 5, 0)
    Traceback (most recent call last):
     ...
    Exception: Negative cycle found
    """"""
    distance = [float('inf')] * vertex_count
    distance[src] = 0.0
    for _ in range(vertex_count - 1):
        for j in range(edge_count):
            (u, v, w) = (graph[j][k] for k in ['src', 'dst', 'weight'])
            if distance[u] != float('inf') and distance[u] + w < distance[v]:
                distance[v] = distance[u] + w
    negative_cycle_exists = check_negative_cycle(graph, distance, edge_count)
    if negative_cycle_exists:
        raise Exception('Negative cycle found')
    return distance",0.55153215,0.9997515
initialize_single_source,get_initial_centroids,initialize_single_source Initialize data structures for Bellman-Ford algorithm.,get_initial_centroids Randomly choose k data points as initial centroids,"def initialize_single_source(graph, source, weight, pre_node):
    """"""
    Initialize data structures for Bellman-Ford algorithm.
    """"""
    for node in graph:
        weight[node] = float('inf')
        pre_node[node] = None
    weight[source] = 0","def get_initial_centroids(data, k, seed=None):
    """"""Randomly choose k data points as initial centroids""""""
    if seed is not None:
        np.random.seed(seed)
    n = data.shape[0]
    rand_indices = np.random.randint(0, n, k)
    centroids = data[rand_indices, :]
    return centroids",0.43620288,0.9519707
